,Produit,Baseline (14-Feb-2020),Price (Latest date),Variation,Année,Mois
1051,Fruit et Légume,457.04,492.5,7.76,2020,05
1052,Fruit et Légume,1054.34,1068.25,1.32,2020,05
1053,Fruit et Légume,6.37,6.03,-5.29,2020,05
1054,Fruit et Légume,2.26,2.28,0.74,2020,05
1055,Fruit et Légume,28.28,28.95,2.36,2020,05
1056,Fruit et Légume,199.38,219.0,9.84,2020,05
1057,Fruit et Légume,3.54,3.79,7.06,2020,05
1058,Fruit et Légume,0.89,0.89,0.37,2020,05
1059,Fruit et Légume,170.66,173.25,1.51,2020,05
1060,Fruit et Légume,3.27,3.41,4.38,2020,05
1061,Fruit et Légume,5.32,5.43,2.13,2020,05
1062,Fruit et Légume,120.53,126.44,4.9,2020,05
1063,Fruit et Légume,10.45,9.79,-6.32,2020,05
1064,Fruit et Légume,2.97,3.15,6.06,2020,05
1065,Fruit et Légume,5.73,6.32,10.35,2020,05
1066,Fruit et Légume,1.54,1.55,0.43,2020,05
1067,Fruit et Légume,11181.28,11633.78,4.05,2020,05
1068,Fruit et Légume,6.2,6.56,5.89,2020,05
1069,Fruit et Légume,422.49,422.5,0.0,2020,05
1070,Fruit et Légume,7.14,7.02,-1.73,2020,05
1071,Fruit et Légume,2.33,2.33,0.14,2020,05
1072,Fruit et Légume,3.67,3.81,3.81,2020,05
1073,Fruit et Légume,86.88,89.33,2.82,2020,05
1074,Fruit et Légume,3893.65,3416.67,-12.25,2020,05
1075,Fruit et Légume,6.95,7.03,1.18,2020,05
1076,Fruit et Légume,7.47,14.31,91.57,2020,05
1077,Fruit et Légume,1134.81,1350.0,18.96,2020,05
1078,Fruit et Légume,4.56,4.46,-2.16,2020,05
1079,Fruit et Légume,3.24,3.97,22.53,2020,05
1080,Fruit et Légume,3.15,3.0,-4.76,2020,05
1081,Fruit et Légume,4.67,4.92,5.35,2020,05
1082,Fruit et Légume,79.91,80.92,1.27,2020,05
1083,Fruit et Légume,28.45,34.66,21.83,2020,05
1084,Fruit et Légume,1.45,1.48,2.07,2020,05
1085,Fruit et Légume,1.34,1.35,0.5,2020,05
1086,Fruit et Légume,24.97,25.56,2.38,2020,05
1087,Fruit et Légume,19.2,18.5,-3.65,2020,05
1088,Fruit et Légume,39.88,50.0,25.38,2020,05
1089,Fruit et Légume,0.57,0.59,4.09,2020,05
1090,Fruit et Légume,2709.1,3134.57,15.71,2020,05
1091,Fruit et Légume,84.24,87.79,4.21,2020,05
1092,Fruit et Légume,12.5,13.77,10.19,2020,05
1093,Fruit et Légume,5.77,5.8,0.43,2020,05
1094,Fruit et Légume,23.37,26.85,14.89,2020,05
1095,Fruit et Légume,4.13,4.21,1.98,2020,05
1096,Fruit et Légume,4.92,5.02,2.0,2020,05
1097,Fruit et Légume,134.11,134.87,0.56,2020,05
1098,Fruit et Légume,6483.84,7022.22,8.3,2020,05
1099,Fruit et Légume,7633.79,8410.86,10.18,2020,05
1100,Fruit et Légume,16.98,17.95,5.7,2020,05
1101,Fruit et Légume,64.13,67.61,5.43,2020,05
1102,Fruit et Légume,4.48,4.63,3.31,2020,05
1103,Fruit et Légume,0.97,1.19,22.68,2020,05
1104,Fruit et Légume,3.78,4.76,25.93,2020,05
1105,Fruit et Légume,6.31,6.3,-0.11,2020,05
1106,Fruit et Légume,64763.43,67944.51,4.91,2020,05
1107,Fruit et Légume,349.68,355.4,1.64,2020,05
1108,Fruit et Légume,816.74,896.24,9.73,2020,05
1109,Fruit et Légume,22.27,23.47,5.4,2020,05
1110,Fruit et Légume,22.63,41.08,81.54,2020,05
1111,Fruit et Légume,3.75,3.77,0.53,2020,05
1112,Fruit et Légume,1502.14,999.99,-33.43,2020,05
1113,Fruit et Légume,4.07,4.08,0.18,2020,05
1114,Fruit et Légume,7.72,7.72,-0.04,2020,05
1115,Fruit et Légume,3.4,3.4,0.0,2020,05
1116,Fruit et Légume,2.8,2.8,0.0,2020,05
1117,Fruit et Légume,4.83,5.62,16.42,2020,05
1118,Fruit et Légume,66.22,75.0,13.26,2020,05
1119,Fruit et Légume,1.8,1.87,3.89,2020,05
1120,Fruit et Légume,98.08,102.82,4.83,2020,05
1121,Fruit et Légume,1.5,1.5,0.0,2020,05
1122,Fruit et Légume,7.92,7.95,0.32,2020,05
1123,Fruit et Légume,69.27,71.84,3.71,2020,05
1124,Fruit et Légume,456.41,446.66,-2.14,2020,05
1125,Fruit et Légume,4.34,4.38,0.89,2020,05
1126,Fruit et Légume,2.25,2.31,2.73,2020,05
1127,Fruit et Légume,1.36,1.4,3.05,2020,05
1128,Fruit et Légume,2.17,2.25,3.82,2020,05
1129,Fruit et Légume,1830.12,1833.34,0.18,2020,05
1130,Fruit et Légume,163.92,161.25,-1.63,2020,05
1131,Fruit et Légume,1.88,1.96,4.26,2020,05
1132,Fruit et Légume,0.84,0.88,5.1,2020,05
1133,Fruit et Légume,3.77,3.77,0.08,2020,05
1134,Fruit et Légume,1.72,1.76,2.16,2020,05
1135,Fruit et Légume,2.24,2.59,15.43,2020,05
1136,Fruit et Légume,3.0,3.0,0.0,2020,05
1137,Fruit et Légume,9.24,12.99,40.58,2020,05
1138,Fruit et Légume,15.13,16.29,7.64,2020,05
1139,Fruit et Légume,5.89,6.38,8.29,2020,05
1140,Fruit et Légume,8.0,9.48,18.46,2020,05
1141,Fruit et Légume,17.85,19.75,10.64,2020,05
1142,Fruit et Légume,3.91,4.05,3.65,2020,05
1143,Fruit et Légume,3.94,3.99,1.2,2020,05
1144,Fruit et Légume,1079.99,1248.45,15.6,2020,05
1145,Fruit et Légume,12.95,13.48,4.1,2020,05
1146,Fruit et Légume,1502.14,1533.34,2.08,2020,05
1147,Fruit et Légume,1351.27,1800.01,33.21,2020,05
1148,Fruit et Légume,4.34,4.34,-0.07,2020,05
1149,Fruit et Légume,6.21,6.66,7.25,2020,05
1150,Fruit et Légume,6043.18,6497.41,7.52,2020,05
1151,Fruit et Légume,273.47,275.0,0.56,2020,05
1152,Fruit et Légume,2313.64,2453.17,6.03,2020,05
1153,Fruit et Légume,4.22,4.23,0.24,2020,05
1154,Fruit et Légume,6.48,6.33,-2.31,2020,05
1155,Fruit et Légume,8.77,8.93,1.82,2020,05
1156,Fruit et Légume,1.81,1.93,6.39,2020,05
1157,Fruit et Légume,30.85,31.56,2.3,2020,05
1158,Fruit et Légume,2.29,2.31,0.87,2020,05
1159,Fruit et Légume,749.57,633.34,-15.51,2020,05
1160,Fruit et Légume,22.44,22.42,-0.09,2020,05
1161,Fruit et Légume,18.38,18.89,2.79,2020,05
1162,Fruit et Légume,120.51,128.54,6.67,2020,05
1163,Fruit et Légume,259.43,272.36,4.98,2020,05
1164,Fruit et Légume,2.06,1.97,-4.44,2020,05
1165,Fruit et Légume,23.48,24.1,2.63,2020,05
1166,Fruit et Légume,1.64,1.72,4.7,2020,05
1167,Fruit et Légume,1.06,1.12,5.93,2020,05
1168,Fruit et Légume,4.07,3.99,-2.04,2020,05
1169,Fruit et Légume,1.98,2.04,2.96,2020,05
1170,Fruit et Légume,4.92,5.78,17.42,2020,05
1171,Fruit et Légume,2.56,2.62,2.34,2020,05
1172,Fruit et Légume,23.31,23.32,0.06,2020,05
1173,Fruit et Légume,1252.88,1250.0,-0.23,2020,05
1174,Fruit et Légume,1.78,1.81,1.69,2020,05
1175,Fruit et Légume,2.61,2.84,8.81,2020,05
1176,Fruit et Légume,3.45,4.45,29.07,2020,05
1177,Fruit et Légume,9.71,13.49,38.96,2020,05
1178,Fruit et Légume,1.33,1.32,-0.54,2020,05
1179,Fruit et Légume,3.51,3.51,-0.08,2020,05
1180,Fruit et Légume,125.69,125.58,-0.09,2020,05
1181,Fruit et Légume,1375.0,1375.0,0.0,2020,05
1182,Fruit et Légume,2000.67,2666.66,33.29,2020,05
1183,Fruit et Légume,1.4,1.48,5.51,2020,05
1184,Fruit et Légume,11.45,18.78,64.04,2020,05
1185,Fruit et Légume,30.03,30.0,-0.1,2020,05
1186,Fruit et Légume,17.05,18.7,9.69,2020,05
1187,Fruit et Légume,3.0,3.0,0.0,2020,05
1188,Fruit et Légume,4.3,4.3,0.07,2020,05
1189,Fruit et Légume,901.31,1033.33,14.65,2020,05
1190,Fruit et Légume,27.87,30.23,8.47,2020,05
1191,Fruit et Légume,2.46,2.62,6.62,2020,05
1192,Fruit et Légume,8.94,9.72,8.72,2020,05
1193,Fruit et Légume,2.34,3.57,52.44,2020,05
1194,Fruit et Légume,319.04,334.64,4.89,2020,05
1195,Fruit et Légume,33967.19,35261.32,3.81,2020,05
1196,Fruit et Légume,1.31,1.56,19.41,2020,05
1197,Fruit et Légume,132.56,136.41,2.91,2020,05
1198,Fruit et Légume,2.1,2.18,3.95,2020,05
1199,Fruit et Légume,1.33,1.23,-7.41,2020,05
1200,Fruit et Légume,1372.3,1396.89,1.79,2020,05
1201,Fruit et Légume,306.62,325.55,6.17,2020,05
1202,Fruit et Légume,9.81,10.18,3.74,2020,05
1203,Fruit et Légume,1.76,1.8,2.52,2020,05
1204,Fruit et Légume,908.78,853.51,-6.08,2020,05
1205,Fruit et Légume,1.38,1.46,5.8,2020,05
1206,Fruit et Légume,738.89,740.09,0.16,2020,05
1207,Fruit et Légume,470.76,537.75,14.23,2020,05
1208,Fruit et Légume,253.04,232.57,-8.09,2020,05
1209,Fruit et Légume,59.05,76.28,29.18,2020,05
1210,Fruit et Légume,3.55,4.03,13.52,2020,05
1211,Fruit et Légume,7854.6,7809.95,-0.57,2020,05
1212,Fruit et Légume,0.59,0.64,8.47,2020,05
1213,Fruit et Légume,4.0,3.99,-0.18,2020,05
1214,Fruit et Légume,1.84,1.95,6.06,2020,05
1215,Fruit et Légume,9.8,8.62,-12.06,2020,05
1216,Fruit et Légume,14.64,20.49,39.99,2020,05
1217,Fruit et Légume,399.26,417.91,4.67,2020,05
1218,Fruit et Légume,25.01,25.33,1.28,2020,05
1219,Fruit et Légume,0.83,0.88,6.37,2020,05
1220,Fruit et Légume,2.39,2.54,6.16,2020,05
1221,Fruit et Légume,1.05,1.04,-0.68,2020,05
1222,Fruit et Légume,36.16,37.24,2.99,2020,05
1223,Fruit et Légume,12.32,12.32,0.02,2020,05
1224,Fruit et Légume,1.5,2.67,78.0,2020,05
1225,Fruit et Légume,12.84,13.57,5.67,2020,05
1226,Fruit et Légume,4463.92,5650.0,26.57,2020,05
1227,Fruit et Légume,39.05,40.77,4.4,2020,05
1228,Fruit et Légume,40.65,42.86,5.44,2020,05
1229,Fruit et Légume,2.55,2.6,1.96,2020,05
1230,Fruit et Légume,2.34,2.34,0.0,2020,05
1231,Fruit et Légume,0.8,0.82,2.14,2020,05
1232,Fruit et Légume,5793.67,5550.28,-4.2,2020,05
1233,Fruit et Légume,133.31,139.11,4.35,2020,05
1234,Fruit et Légume,769.6,727.62,-5.45,2020,05
1235,Fruit et Légume,73.96,81.66,10.41,2020,05
1236,Fruit et Légume,2971.77,2887.5,-2.84,2020,05
1237,Fruit et Légume,9.74,9.92,1.85,2020,05
1238,Fruit et Légume,27.92,28.98,3.79,2020,05
1239,Fruit et Légume,457.04,492.49,7.76,2020,05
1240,Fruit et Légume,1054.34,1060.48,0.58,2020,05
1241,Fruit et Légume,6.37,6.04,-5.23,2020,05
1242,Fruit et Légume,2.26,2.27,0.57,2020,05
1243,Fruit et Légume,28.28,29.0,2.53,2020,05
1244,Fruit et Légume,199.38,226.03,13.37,2020,05
1245,Fruit et Légume,3.54,3.79,7.06,2020,05
1246,Fruit et Légume,0.89,0.9,0.8,2020,05
1247,Fruit et Légume,170.66,174.45,2.22,2020,05
1248,Fruit et Légume,3.27,3.45,5.46,2020,05
1249,Fruit et Légume,5.32,5.4,1.48,2020,05
1250,Fruit et Légume,120.53,126.8,5.2,2020,05
1251,Fruit et Légume,10.45,9.79,-6.32,2020,05
1252,Fruit et Légume,2.97,3.15,6.06,2020,05
1253,Fruit et Légume,5.73,6.32,10.25,2020,05
1254,Fruit et Légume,1.54,1.54,0.09,2020,05
1255,Fruit et Légume,11181.28,11642.55,4.13,2020,05
1256,Fruit et Légume,6.2,6.52,5.16,2020,05
1257,Fruit et Légume,422.49,422.49,0.0,2020,05
1258,Fruit et Légume,7.14,6.98,-2.18,2020,05
1259,Fruit et Légume,2.33,2.34,0.31,2020,05
1260,Fruit et Légume,3.67,3.83,4.44,2020,05
1261,Fruit et Légume,86.88,89.54,3.06,2020,05
1262,Fruit et Légume,3893.65,3416.68,-12.25,2020,05
1263,Fruit et Légume,6.95,7.11,2.36,2020,05
1264,Fruit et Légume,7.47,14.31,91.57,2020,05
1265,Fruit et Légume,1134.81,1350.0,18.96,2020,05
1266,Fruit et Légume,4.56,4.52,-0.97,2020,05
1267,Fruit et Légume,3.24,3.97,22.53,2020,05
1268,Fruit et Légume,3.15,3.0,-4.76,2020,05
1269,Fruit et Légume,4.67,4.92,5.35,2020,05
1270,Fruit et Légume,79.91,81.69,2.22,2020,05
1271,Fruit et Légume,28.45,34.66,21.83,2020,05
1272,Fruit et Légume,1.45,1.48,2.07,2020,05
1273,Fruit et Légume,1.34,1.34,0.21,2020,05
1274,Fruit et Légume,24.97,25.6,2.52,2020,05
1275,Fruit et Légume,19.2,18.5,-3.65,2020,05
1276,Fruit et Légume,39.88,50.0,25.38,2020,05
1277,Fruit et Légume,0.57,0.6,4.76,2020,05
1278,Fruit et Légume,2709.1,3136.96,15.79,2020,05
1279,Fruit et Légume,84.24,88.13,4.61,2020,05
1280,Fruit et Légume,12.5,13.78,10.22,2020,05
1281,Fruit et Légume,5.77,5.8,0.47,2020,05
1282,Fruit et Légume,23.37,26.85,14.89,2020,05
1283,Fruit et Légume,4.13,4.2,1.73,2020,05
1284,Fruit et Légume,4.92,4.94,0.41,2020,05
1285,Fruit et Légume,134.11,133.06,-0.78,2020,05
1286,Fruit et Légume,6483.84,7022.22,8.3,2020,05
1287,Fruit et Légume,7633.79,8410.89,10.18,2020,05
1288,Fruit et Légume,16.98,18.09,6.54,2020,05
1289,Fruit et Légume,64.13,67.62,5.44,2020,05
1290,Fruit et Légume,4.48,4.63,3.28,2020,05
1291,Fruit et Légume,0.97,1.19,22.68,2020,05
1292,Fruit et Légume,3.78,4.76,25.93,2020,05
1293,Fruit et Légume,6.31,6.31,-0.05,2020,05
1294,Fruit et Légume,64763.43,67945.76,4.91,2020,05
1295,Fruit et Légume,349.68,354.05,1.25,2020,05
1296,Fruit et Légume,816.74,896.24,9.73,2020,05
1297,Fruit et Légume,22.27,23.47,5.38,2020,05
1298,Fruit et Légume,22.63,40.86,80.58,2020,05
1299,Fruit et Légume,3.75,3.77,0.53,2020,05
1300,Fruit et Légume,3.4,3.4,0.0,2020,05
1301,Fruit et Légume,7.72,7.72,0.0,2020,05
1302,Fruit et Légume,7.5,7.5,0.0,2020,05
1303,Fruit et Légume,1502.14,999.99,-33.43,2020,05
1304,Fruit et Légume,4.07,4.08,0.25,2020,05
1305,Fruit et Légume,2.8,2.8,0.0,2020,05
1306,Fruit et Légume,4.83,5.32,10.09,2020,05
1307,Fruit et Légume,66.22,75.0,13.26,2020,05
1308,Fruit et Légume,1.8,1.87,3.89,2020,05
1309,Fruit et Légume,98.08,101.97,3.97,2020,05
1310,Fruit et Légume,1.5,1.5,0.0,2020,05
1311,Fruit et Légume,7.92,7.88,-0.51,2020,05
1312,Fruit et Légume,69.27,72.35,4.44,2020,05
1313,Fruit et Légume,456.41,456.88,0.1,2020,05
1314,Fruit et Légume,4.34,4.37,0.69,2020,05
1315,Fruit et Légume,2.25,2.3,2.16,2020,05
1316,Fruit et Légume,1.36,1.41,3.68,2020,05
1317,Fruit et Légume,2.17,2.26,4.08,2020,05
1318,Fruit et Légume,1830.12,1833.34,0.18,2020,05
1319,Fruit et Légume,163.92,160.0,-2.39,2020,05
1320,Fruit et Légume,1.88,1.97,4.86,2020,05
1321,Fruit et Légume,0.84,0.88,4.76,2020,05
1322,Fruit et Légume,3.77,3.77,0.0,2020,05
1323,Fruit et Légume,1.72,1.76,2.33,2020,05
1324,Fruit et Légume,2.24,2.59,15.56,2020,05
1325,Fruit et Légume,3.0,3.0,0.0,2020,05
1326,Fruit et Légume,9.24,12.99,40.58,2020,05
1327,Fruit et Légume,15.13,16.16,6.83,2020,05
1328,Fruit et Légume,5.89,6.45,9.43,2020,05
1329,Fruit et Légume,8.0,9.48,18.5,2020,05
1330,Fruit et Légume,17.85,19.66,10.12,2020,05
1331,Fruit et Légume,3.91,4.06,3.84,2020,05
1332,Fruit et Légume,3.94,3.97,0.83,2020,05
1333,Fruit et Légume,1079.99,1225.22,13.45,2020,05
1334,Fruit et Légume,12.95,13.47,4.02,2020,05
1335,Fruit et Légume,1502.14,1533.34,2.08,2020,05
1336,Fruit et Légume,1351.27,1800.01,33.21,2020,05
1337,Fruit et Légume,4.34,4.34,0.0,2020,05
1338,Fruit et Légume,6.21,6.66,7.25,2020,05
1339,Fruit et Légume,6043.18,6584.08,8.95,2020,05
1340,Fruit et Légume,273.47,275.0,0.56,2020,05
1341,Fruit et Légume,2313.64,2432.62,5.14,2020,05
1342,Fruit et Légume,4.22,4.23,0.24,2020,05
1343,Fruit et Légume,6.48,6.33,-2.31,2020,05
1344,Fruit et Légume,8.77,8.93,1.82,2020,05
1345,Fruit et Légume,1.81,1.93,6.39,2020,05
1346,Fruit et Légume,30.85,31.31,1.49,2020,05
1347,Fruit et Légume,2.29,2.31,0.87,2020,05
1348,Fruit et Légume,749.57,633.34,-15.51,2020,05
1349,Fruit et Légume,22.44,22.42,-0.09,2020,05
1350,Fruit et Légume,18.38,18.79,2.22,2020,05
1351,Fruit et Légume,120.51,127.03,5.41,2020,05
1352,Fruit et Légume,259.43,276.11,6.43,2020,05
1353,Fruit et Légume,2.06,1.96,-4.85,2020,05
1354,Fruit et Légume,23.48,24.12,2.73,2020,05
1355,Fruit et Légume,1.64,1.72,4.88,2020,05
1356,Fruit et Légume,1.06,1.12,5.66,2020,05
1357,Fruit et Légume,4.07,3.99,-1.97,2020,05
1358,Fruit et Légume,1.98,2.05,3.54,2020,05
1359,Fruit et Légume,4.92,5.78,17.48,2020,05
1360,Fruit et Légume,2.56,2.62,2.34,2020,05
1361,Fruit et Légume,23.31,23.32,0.04,2020,05
1362,Fruit et Légume,1252.88,1250.0,-0.23,2020,05
1363,Fruit et Légume,1.78,1.81,1.69,2020,05
1364,Fruit et Légume,2.61,2.84,8.81,2020,05
1365,Fruit et Légume,3.45,4.45,28.99,2020,05
1366,Fruit et Légume,9.71,13.49,38.93,2020,05
1367,Fruit et Légume,1.33,1.32,-0.75,2020,05
1368,Fruit et Légume,3.51,3.51,0.0,2020,05
1369,Fruit et Légume,125.69,124.77,-0.73,2020,05
1370,Fruit et Légume,1375.0,1375.0,0.0,2020,05
1371,Fruit et Légume,2000.67,2666.66,33.29,2020,05
1372,Fruit et Légume,1.4,1.48,5.71,2020,05
1373,Fruit et Légume,11.45,18.78,64.02,2020,05
1374,Fruit et Légume,30.03,30.0,-0.1,2020,05
1375,Fruit et Légume,17.05,18.7,9.69,2020,05
1376,Fruit et Légume,3.0,3.0,0.0,2020,05
1377,Fruit et Légume,4.3,4.3,0.0,2020,05
1378,Fruit et Légume,901.31,1033.33,14.65,2020,05
1379,Fruit et Légume,27.87,30.16,8.2,2020,05
1380,Fruit et Légume,2.46,2.59,5.11,2020,05
1381,Fruit et Légume,8.94,9.74,9.0,2020,05
1382,Fruit et Légume,2.34,3.57,52.56,2020,05
1383,Fruit et Légume,319.04,337.66,5.83,2020,05
1384,Fruit et Légume,33967.19,35731.29,5.19,2020,05
1385,Fruit et Légume,1.31,1.57,19.85,2020,05
1386,Fruit et Légume,132.56,136.69,3.11,2020,05
1387,Fruit et Légume,2.1,2.17,3.13,2020,05
1388,Fruit et Légume,1.33,1.21,-8.81,2020,05
1389,Fruit et Légume,1372.3,1387.73,1.12,2020,05
1390,Fruit et Légume,306.62,323.73,5.58,2020,05
1391,Fruit et Légume,9.81,10.15,3.51,2020,05
1392,Fruit et Légume,1.76,1.8,2.19,2020,05
1393,Fruit et Légume,908.78,856.44,-5.76,2020,05
1394,Fruit et Légume,1.38,1.45,4.87,2020,05
1395,Fruit et Légume,738.89,734.94,-0.53,2020,05
1396,Fruit et Légume,470.76,541.25,14.97,2020,05
1397,Fruit et Légume,253.04,229.57,-9.27,2020,05
1398,Fruit et Légume,59.05,72.68,23.08,2020,05
1399,Fruit et Légume,3.55,4.03,13.52,2020,05
1400,Fruit et Légume,7854.6,7652.31,-2.58,2020,05
1401,Fruit et Légume,0.59,0.64,8.47,2020,05
1402,Fruit et Légume,4.0,3.99,-0.25,2020,05
1403,Fruit et Légume,1.84,2.01,9.39,2020,05
1404,Fruit et Légume,9.8,8.51,-13.16,2020,05
1405,Fruit et Légume,14.64,20.52,40.13,2020,05
1406,Fruit et Légume,399.26,427.02,6.95,2020,05
1407,Fruit et Légume,25.01,25.33,1.28,2020,05
1408,Fruit et Légume,0.83,0.89,6.71,2020,05
1409,Fruit et Légume,2.39,2.54,6.28,2020,05
1410,Fruit et Légume,1.05,1.07,2.04,2020,05
1411,Fruit et Légume,36.16,37.24,2.99,2020,05
1412,Fruit et Légume,12.32,12.42,0.8,2020,05
1413,Fruit et Légume,1.5,2.67,78.0,2020,05
1414,Fruit et Légume,12.84,13.53,5.34,2020,05
1415,Fruit et Légume,4463.92,5650.0,26.57,2020,05
1416,Fruit et Légume,39.05,40.87,4.67,2020,05
1417,Fruit et Légume,40.65,42.88,5.48,2020,05
1418,Fruit et Légume,2.55,2.6,1.96,2020,05
1419,Fruit et Légume,2.34,2.34,0.0,2020,05
1420,Fruit et Légume,0.8,0.8,0.36,2020,05
1421,Fruit et Légume,5793.67,5553.13,-4.15,2020,05
1422,Fruit et Légume,133.31,139.3,4.5,2020,05
1423,Fruit et Légume,769.6,726.87,-5.55,2020,05
1424,Fruit et Légume,73.96,81.66,10.41,2020,05
1425,Fruit et Légume,2971.77,2887.5,-2.84,2020,05
1426,Fruit et Légume,9.74,9.94,2.08,2020,05
1427,Fruit et Légume,27.92,28.98,3.78,2020,05
1428,Fruit et Légume,457.04,492.49,7.76,2020,05
1429,Fruit et Légume,1054.34,1117.53,5.99,2020,05
1430,Fruit et Légume,6.37,6.04,-5.18,2020,05
1431,Fruit et Légume,2.26,2.27,0.44,2020,05
1432,Fruit et Légume,28.28,28.94,2.32,2020,05
1433,Fruit et Légume,199.38,226.63,13.67,2020,05
1434,Fruit et Légume,3.54,3.79,7.06,2020,05
1435,Fruit et Légume,0.89,0.9,1.12,2020,05
1436,Fruit et Légume,170.66,175.43,2.8,2020,05
1437,Fruit et Légume,3.27,3.42,4.59,2020,05
1438,Fruit et Légume,5.32,5.39,1.34,2020,05
1439,Fruit et Légume,120.53,125.08,3.78,2020,05
1440,Fruit et Légume,10.45,9.79,-6.32,2020,05
1441,Fruit et Légume,2.97,3.16,6.54,2020,05
1442,Fruit et Légume,5.73,6.26,9.25,2020,05
1443,Fruit et Légume,1.54,1.54,0.0,2020,05
1444,Fruit et Légume,11181.28,11642.33,4.12,2020,05
1445,Fruit et Légume,6.2,6.44,3.87,2020,05
1446,Fruit et Légume,422.49,422.49,0.0,2020,05
1447,Fruit et Légume,7.14,6.99,-2.1,2020,05
1448,Fruit et Légume,2.33,2.34,0.43,2020,05
1449,Fruit et Légume,3.67,3.84,4.52,2020,05
1450,Fruit et Légume,86.88,89.4,2.9,2020,05
1451,Fruit et Légume,3893.65,3416.68,-12.25,2020,05
1452,Fruit et Légume,6.95,7.1,2.2,2020,05
1453,Fruit et Légume,7.47,14.31,91.57,2020,05
1454,Fruit et Légume,1134.81,1350.0,18.96,2020,05
1455,Fruit et Légume,4.56,4.57,0.28,2020,05
1456,Fruit et Légume,3.24,2.69,-16.98,2020,05
1457,Fruit et Légume,3.15,3.0,-4.76,2020,05
1458,Fruit et Légume,4.67,4.92,5.35,2020,05
1459,Fruit et Légume,79.91,82.31,3.0,2020,05
1460,Fruit et Légume,28.45,34.66,21.83,2020,05
1461,Fruit et Légume,1.45,1.48,2.07,2020,05
1462,Fruit et Légume,1.34,1.36,1.6,2020,05
1463,Fruit et Légume,24.97,25.55,2.32,2020,05
1464,Fruit et Légume,19.2,18.5,-3.65,2020,05
1465,Fruit et Légume,39.88,50.0,25.38,2020,05
1466,Fruit et Légume,0.57,0.6,5.26,2020,05
1467,Fruit et Légume,2709.1,3134.73,15.71,2020,05
1468,Fruit et Légume,84.24,88.35,4.88,2020,05
1469,Fruit et Légume,12.5,13.78,10.24,2020,05
1470,Fruit et Légume,5.77,5.79,0.42,2020,05
1471,Fruit et Légume,23.37,26.85,14.89,2020,05
1472,Fruit et Légume,4.13,4.19,1.45,2020,05
1473,Fruit et Légume,4.92,5.13,4.21,2020,05
1474,Fruit et Légume,134.11,131.13,-2.22,2020,05
1475,Fruit et Légume,6483.84,7022.22,8.3,2020,05
1476,Fruit et Légume,7633.79,8403.05,10.08,2020,05
1477,Fruit et Légume,16.98,18.34,8.0,2020,05
1478,Fruit et Légume,64.13,67.27,4.89,2020,05
1479,Fruit et Légume,4.48,4.63,3.35,2020,05
1480,Fruit et Légume,0.97,1.19,22.68,2020,05
1481,Fruit et Légume,3.78,4.76,25.93,2020,05
1482,Fruit et Légume,6.31,6.31,0.0,2020,05
1483,Fruit et Légume,64763.43,67943.76,4.91,2020,05
1484,Fruit et Légume,349.68,355.09,1.55,2020,05
1485,Fruit et Légume,816.74,896.22,9.73,2020,05
1486,Fruit et Légume,22.27,23.47,5.37,2020,05
1487,Fruit et Légume,22.63,41.0,81.16,2020,05
1488,Fruit et Légume,3.75,3.88,3.39,2020,05
1489,Fruit et Légume,7.72,7.72,0.0,2020,05
1490,Fruit et Légume,1502.14,999.99,-33.43,2020,05
1491,Fruit et Légume,7.5,7.5,0.0,2020,05
1492,Fruit et Légume,4.07,4.08,0.25,2020,05
1493,Fruit et Légume,2.8,2.8,0.0,2020,05
1494,Fruit et Légume,3.4,3.4,0.0,2020,05
1495,Fruit et Légume,32.5,32.5,0.0,2020,05
1496,Fruit et Légume,4.83,4.56,-5.59,2020,05
1497,Fruit et Légume,66.22,74.2,12.05,2020,05
1498,Fruit et Légume,1.8,1.87,3.89,2020,05
1499,Fruit et Légume,98.08,101.95,3.95,2020,05
1500,Fruit et Légume,1.5,1.5,0.0,2020,05
1501,Fruit et Légume,7.92,7.85,-0.92,2020,05
1502,Fruit et Légume,69.27,73.1,5.54,2020,05
1503,Fruit et Légume,456.41,462.42,1.32,2020,05
1504,Fruit et Légume,4.34,4.37,0.69,2020,05
1505,Fruit et Légume,2.25,2.29,1.65,2020,05
1506,Fruit et Légume,1.36,1.41,3.68,2020,05
1507,Fruit et Légume,2.17,2.27,4.61,2020,05
1508,Fruit et Légume,1830.12,1833.34,0.18,2020,05
1509,Fruit et Légume,163.92,158.97,-3.02,2020,05
1510,Fruit et Légume,1.88,2.0,6.23,2020,05
1511,Fruit et Légume,0.84,0.88,5.1,2020,05
1512,Fruit et Légume,3.77,3.77,0.0,2020,05
1513,Fruit et Légume,1.72,1.76,2.33,2020,05
1514,Fruit et Légume,2.24,2.65,18.3,2020,05
1515,Fruit et Légume,3.0,3.28,9.43,2020,05
1516,Fruit et Légume,9.24,12.99,40.58,2020,05
1517,Fruit et Légume,15.13,16.12,6.54,2020,05
1518,Fruit et Légume,5.89,6.45,9.48,2020,05
1519,Fruit et Légume,8.0,9.48,18.5,2020,05
1520,Fruit et Légume,17.85,19.62,9.92,2020,05
1521,Fruit et Légume,3.91,4.05,3.51,2020,05
1522,Fruit et Légume,3.94,3.96,0.54,2020,05
1523,Fruit et Légume,1079.99,1218.95,12.87,2020,05
1524,Fruit et Légume,12.95,13.52,4.43,2020,05
