,Produit,Baseline (14-Feb-2020),Price (Latest date),Variation,Année,Mois
15323,Fruit et Légume,0.83,0.95,14.46,2021,09
15324,Fruit et Légume,2.39,2.56,6.99,2021,09
15325,Fruit et Légume,1.05,0.97,-7.62,2021,09
15326,Fruit et Légume,36.16,35.65,-1.41,2021,09
15327,Fruit et Légume,12.32,11.98,-2.79,2021,09
15328,Fruit et Légume,1.5,2.4,60.0,2021,09
15329,Fruit et Légume,12.84,14.82,15.44,2021,09
15330,Fruit et Légume,4463.92,4800.01,7.53,2021,09
15331,Fruit et Légume,39.05,41.18,5.45,2021,09
15332,Fruit et Légume,40.65,43.25,6.4,2021,09
15333,Fruit et Légume,2.55,2.69,5.49,2021,09
15334,Fruit et Légume,2.34,1.81,-22.65,2021,09
15335,Fruit et Légume,0.8,0.93,16.25,2021,09
15336,Fruit et Légume,5793.67,7064.46,21.93,2021,09
15337,Fruit et Légume,133.31,167.51,25.65,2021,09
15338,Fruit et Légume,769.6,742.91,-3.47,2021,09
15339,Fruit et Légume,73.96,94.77,28.13,2021,09
15340,Fruit et Légume,2971.77,2508.33,-15.59,2021,09
15341,Fruit et Légume,9.74,8.64,-11.29,2021,09
15342,Fruit et Légume,27.92,31.0,11.03,2021,09
15343,Fruit et Légume,457.04,451.24,-1.27,2021,09
15344,Fruit et Légume,1054.34,1188.69,12.74,2021,09
15345,Fruit et Légume,6.37,5.86,-8.01,2021,09
15346,Fruit et Légume,2.26,2.43,7.52,2021,09
15347,Fruit et Légume,28.28,29.72,5.08,2021,09
15348,Fruit et Légume,199.38,235.98,18.36,2021,09
15349,Fruit et Légume,3.54,3.75,5.93,2021,09
15350,Fruit et Légume,0.89,0.86,-3.37,2021,09
15351,Fruit et Légume,170.66,159.89,-6.31,2021,09
15352,Fruit et Légume,3.27,3.37,3.06,2021,09
15353,Fruit et Légume,5.32,5.18,-2.63,2021,09
15354,Fruit et Légume,120.53,130.62,8.37,2021,09
15355,Fruit et Légume,10.45,10.87,4.02,2021,09
15356,Fruit et Légume,2.97,3.81,28.28,2021,09
15357,Fruit et Légume,5.73,5.86,2.27,2021,09
15358,Fruit et Légume,1.54,1.54,0.28,2021,09
15359,Fruit et Légume,11181.28,10337.51,-7.55,2021,09
15360,Fruit et Légume,6.2,6.31,1.77,2021,09
15361,Fruit et Légume,422.49,405.89,-3.93,2021,09
15362,Fruit et Légume,7.14,6.86,-3.92,2021,09
15363,Fruit et Légume,2.33,2.38,2.15,2021,09
15364,Fruit et Légume,3.67,4.17,13.62,2021,09
15365,Fruit et Légume,86.88,105.71,21.68,2021,09
15366,Fruit et Légume,3893.65,3595.01,-7.67,2021,09
15367,Fruit et Légume,6.95,7.24,4.21,2021,09
15368,Fruit et Légume,7.47,14.31,91.57,2021,09
15369,Fruit et Légume,1134.81,1257.14,10.78,2021,09
15370,Fruit et Légume,4.56,4.72,3.51,2021,09
15371,Fruit et Légume,3.24,2.93,-9.57,2021,09
15372,Fruit et Légume,3.15,2.38,-24.44,2021,09
15373,Fruit et Légume,4.67,3.73,-20.13,2021,09
15374,Fruit et Légume,79.91,92.82,16.16,2021,09
15375,Fruit et Légume,28.45,5.34,-81.23,2021,09
15376,Fruit et Légume,1.45,1.41,-2.76,2021,09
15377,Fruit et Légume,1.34,1.57,17.16,2021,09
15378,Fruit et Légume,24.97,26.83,7.45,2021,09
15379,Fruit et Légume,19.2,22.73,18.39,2021,09
15380,Fruit et Légume,39.88,42.66,6.97,2021,09
15381,Fruit et Légume,0.57,0.66,15.79,2021,09
15382,Fruit et Légume,2709.1,3180.21,17.39,2021,09
15383,Fruit et Légume,84.24,86.9,3.15,2021,09
15384,Fruit et Légume,12.5,16.09,28.7,2021,09
15385,Fruit et Légume,5.77,4.98,-13.69,2021,09
15386,Fruit et Légume,23.37,28.46,21.78,2021,09
15387,Fruit et Légume,4.13,4.12,-0.24,2021,09
15388,Fruit et Légume,4.92,7.26,47.53,2021,09
15389,Fruit et Légume,134.11,133.07,-0.78,2021,09
15390,Fruit et Légume,6483.84,6169.76,-4.84,2021,09
15391,Fruit et Légume,7633.79,10784.92,41.28,2021,09
15392,Fruit et Légume,16.98,23.81,40.23,2021,09
15393,Fruit et Légume,64.13,82.39,28.47,2021,09
15394,Fruit et Légume,4.48,4.52,0.89,2021,09
15395,Fruit et Légume,0.97,1.46,50.52,2021,09
15396,Fruit et Légume,3.78,4.87,28.84,2021,09
15397,Fruit et Légume,6.31,6.53,3.49,2021,09
15398,Fruit et Légume,64763.43,62221.25,-3.93,2021,09
15399,Fruit et Légume,349.68,406.84,16.35,2021,09
15400,Fruit et Légume,816.74,1086.26,33.0,2021,09
15401,Fruit et Légume,22.27,23.37,4.94,2021,09
15402,Fruit et Légume,22.63,2.61,-88.47,2021,09
15403,Fruit et Légume,3.75,2.91,-22.4,2021,09
15404,Fruit et Légume,3.4,4.63,36.18,2021,09
15405,Fruit et Légume,4.14,4.14,0.0,2021,09
15406,Fruit et Légume,36.99,36.99,0.0,2021,09
15407,Fruit et Légume,1350.0,1310.89,-2.9,2021,09
15408,Fruit et Légume,32.5,41.67,28.22,2021,09
15409,Fruit et Légume,4.07,3.57,-12.29,2021,09
15410,Fruit et Légume,2.27,2.27,0.0,2021,09
15411,Fruit et Légume,234.11,289.89,23.83,2021,09
15412,Fruit et Légume,4.5,6.33,40.67,2021,09
15413,Fruit et Légume,6910.51,10666.66,54.35,2021,09
15414,Fruit et Légume,1250.0,1833.34,46.67,2021,09
15415,Fruit et Légume,2.76,2.76,0.0,2021,09
15416,Fruit et Légume,2.8,3.15,12.5,2021,09
15417,Fruit et Légume,7.72,7.72,0.0,2021,09
15418,Fruit et Légume,3.99,4.65,16.54,2021,09
15419,Fruit et Légume,6.5,6.5,0.0,2021,09
15420,Fruit et Légume,1502.14,1166.66,-22.33,2021,09
15421,Fruit et Légume,7.5,5.0,-33.33,2021,09
15422,Fruit et Légume,4.83,5.47,13.25,2021,09
15423,Fruit et Légume,66.22,67.69,2.22,2021,09
15424,Fruit et Légume,1.8,1.9,5.56,2021,09
15425,Fruit et Légume,98.08,96.16,-1.96,2021,09
15426,Fruit et Légume,1.5,1.68,12.0,2021,09
15427,Fruit et Légume,7.92,7.47,-5.65,2021,09
15428,Fruit et Légume,69.27,1.46,-97.89,2021,09
15429,Fruit et Légume,456.41,486.01,6.49,2021,09
15430,Fruit et Légume,4.34,4.54,4.61,2021,09
15431,Fruit et Légume,2.25,2.2,-2.03,2021,09
15432,Fruit et Légume,1.36,1.62,19.22,2021,09
15433,Fruit et Légume,2.17,2.25,3.69,2021,09
15434,Fruit et Légume,1830.12,1937.51,5.87,2021,09
15435,Fruit et Légume,163.92,160.63,-2.01,2021,09
15436,Fruit et Légume,1.88,2.14,13.83,2021,09
15437,Fruit et Légume,0.84,0.82,-2.38,2021,09
15438,Fruit et Légume,3.77,4.0,6.18,2021,09
15439,Fruit et Légume,1.72,1.74,1.16,2021,09
15440,Fruit et Légume,2.24,2.93,30.8,2021,09
15441,Fruit et Légume,3.0,4.19,39.67,2021,09
15442,Fruit et Légume,9.24,10.27,11.15,2021,09
15443,Fruit et Légume,15.13,16.42,8.53,2021,09
15444,Fruit et Légume,5.89,7.13,20.98,2021,09
15445,Fruit et Légume,8.0,7.91,-1.12,2021,09
15446,Fruit et Légume,17.85,19.73,10.53,2021,09
15447,Fruit et Légume,3.91,4.23,8.18,2021,09
15448,Fruit et Légume,3.94,3.88,-1.52,2021,09
15449,Fruit et Légume,1079.99,1269.45,17.54,2021,09
15450,Fruit et Légume,12.95,12.29,-5.06,2021,09
15451,Fruit et Légume,1502.14,1375.0,-8.46,2021,09
15452,Fruit et Légume,1351.27,1861.54,37.76,2021,09
15453,Fruit et Légume,4.34,4.34,0.0,2021,09
15454,Fruit et Légume,6.21,6.59,6.12,2021,09
15455,Fruit et Légume,6043.18,7203.26,19.2,2021,09
15456,Fruit et Légume,273.47,283.34,3.61,2021,09
15457,Fruit et Légume,2313.64,2338.76,1.09,2021,09
15458,Fruit et Légume,4.22,6.33,50.0,2021,09
15459,Fruit et Légume,6.48,6.97,7.56,2021,09
15460,Fruit et Légume,8.77,5.69,-35.12,2021,09
15461,Fruit et Légume,1.81,2.2,21.55,2021,09
15462,Fruit et Légume,30.85,36.22,17.42,2021,09
15463,Fruit et Légume,2.29,2.36,3.06,2021,09
15464,Fruit et Légume,749.57,700.01,-6.61,2021,09
15465,Fruit et Légume,22.44,22.42,-0.09,2021,09
15466,Fruit et Légume,18.38,19.21,4.54,2021,09
15467,Fruit et Légume,120.51,131.53,9.14,2021,09
15468,Fruit et Légume,259.43,273.08,5.26,2021,09
15469,Fruit et Légume,2.06,2.03,-1.46,2021,09
15470,Fruit et Légume,23.48,24.6,4.78,2021,09
15471,Fruit et Légume,1.64,1.74,6.1,2021,09
15472,Fruit et Légume,1.06,1.47,38.81,2021,09
15473,Fruit et Légume,4.07,3.62,-11.06,2021,09
15474,Fruit et Légume,1.98,2.27,14.65,2021,09
15475,Fruit et Légume,4.92,5.03,2.24,2021,09
15476,Fruit et Légume,2.56,2.6,1.56,2021,09
15477,Fruit et Légume,23.31,23.32,0.04,2021,09
15478,Fruit et Légume,1252.88,1600.0,27.71,2021,09
15479,Fruit et Légume,1.78,1.83,2.81,2021,09
15480,Fruit et Légume,2.61,3.0,14.94,2021,09
15481,Fruit et Légume,3.45,2.62,-24.06,2021,09
15482,Fruit et Légume,9.71,16.36,68.49,2021,09
15483,Fruit et Légume,1.33,2.29,72.18,2021,09
15484,Fruit et Légume,3.51,3.51,0.0,2021,09
15485,Fruit et Légume,125.69,128.71,2.4,2021,09
15486,Fruit et Légume,1375.0,1375.0,0.0,2021,09
15487,Fruit et Légume,2000.67,3333.34,66.61,2021,09
15488,Fruit et Légume,1.4,1.54,10.0,2021,09
15489,Fruit et Légume,11.45,21.58,88.47,2021,09
15490,Fruit et Légume,30.03,34.9,16.22,2021,09
15491,Fruit et Légume,17.05,23.1,35.48,2021,09
15492,Fruit et Légume,3.0,3.26,8.67,2021,09
15493,Fruit et Légume,4.3,6.83,58.84,2021,09
15494,Fruit et Légume,901.31,1100.0,22.04,2021,09
15495,Fruit et Légume,27.87,32.04,14.98,2021,09
15496,Fruit et Légume,2.46,2.87,16.67,2021,09
15497,Fruit et Légume,8.94,9.11,1.95,2021,09
15498,Fruit et Légume,2.34,3.57,52.56,2021,09
15499,Fruit et Légume,319.04,467.8,46.63,2021,09
15500,Fruit et Légume,33967.19,36120.93,6.34,2021,09
15501,Fruit et Légume,1.31,1.81,38.17,2021,09
15502,Fruit et Légume,132.56,147.48,11.26,2021,09
15503,Fruit et Légume,2.1,2.21,5.37,2021,09
15504,Fruit et Légume,1.33,1.22,-8.06,2021,09
15505,Fruit et Légume,1372.3,1.1,-99.92,2021,09
15506,Fruit et Légume,306.62,349.76,14.07,2021,09
15507,Fruit et Légume,9.81,10.34,5.4,2021,09
15508,Fruit et Légume,1.76,1.81,2.84,2021,09
15509,Fruit et Légume,908.78,785.41,-13.58,2021,09
15510,Fruit et Légume,1.38,1.33,-3.31,2021,09
15511,Fruit et Légume,738.89,726.62,-1.66,2021,09
15512,Fruit et Légume,470.76,547.23,16.24,2021,09
15513,Fruit et Légume,253.04,231.0,-8.71,2021,09
15514,Fruit et Légume,59.05,72.51,22.79,2021,09
15515,Fruit et Légume,3.55,3.92,10.42,2021,09
15516,Fruit et Légume,7854.6,8288.67,5.53,2021,09
15517,Fruit et Légume,0.59,0.62,5.08,2021,09
15518,Fruit et Légume,4.0,3.99,-0.25,2021,09
15519,Fruit et Légume,1.84,2.16,17.39,2021,09
15520,Fruit et Légume,9.8,3.55,-63.78,2021,09
15521,Fruit et Légume,14.64,20.93,42.94,2021,09
15522,Fruit et Légume,399.26,550.75,37.94,2021,09
15523,Fruit et Légume,25.01,24.01,-4.0,2021,09
15524,Fruit et Légume,0.83,0.95,14.46,2021,09
15525,Fruit et Légume,2.39,2.56,7.11,2021,09
15526,Fruit et Légume,1.05,0.97,-7.62,2021,09
15527,Fruit et Légume,36.16,35.65,-1.41,2021,09
15528,Fruit et Légume,12.32,11.96,-2.96,2021,09
15529,Fruit et Légume,1.5,2.4,60.0,2021,09
15530,Fruit et Légume,12.84,14.69,14.4,2021,09
15531,Fruit et Légume,4463.92,4800.01,7.53,2021,09
15532,Fruit et Légume,39.05,41.22,5.56,2021,09
15533,Fruit et Légume,40.65,43.06,5.94,2021,09
15534,Fruit et Légume,2.55,2.69,5.49,2021,09
15535,Fruit et Légume,2.34,1.81,-22.65,2021,09
15536,Fruit et Légume,0.8,0.93,16.25,2021,09
15537,Fruit et Légume,5793.67,7062.57,21.9,2021,09
15538,Fruit et Légume,133.31,167.51,25.65,2021,09
15539,Fruit et Légume,769.6,741.87,-3.6,2021,09
15540,Fruit et Légume,73.96,93.26,26.1,2021,09
15541,Fruit et Légume,2971.77,2508.33,-15.59,2021,09
15542,Fruit et Légume,9.74,8.64,-11.29,2021,09
15543,Fruit et Légume,27.92,31.0,11.03,2021,09
15544,Fruit et Légume,457.04,451.24,-1.27,2021,09
15545,Fruit et Légume,1054.34,1194.21,13.27,2021,09
15546,Fruit et Légume,6.37,5.86,-8.01,2021,09
15547,Fruit et Légume,2.26,2.43,7.52,2021,09
15548,Fruit et Légume,28.28,29.65,4.83,2021,09
15549,Fruit et Légume,199.38,235.85,18.29,2021,09
15550,Fruit et Légume,3.54,3.75,5.85,2021,09
15551,Fruit et Légume,0.89,0.86,-3.37,2021,09
15552,Fruit et Légume,170.66,159.86,-6.33,2021,09
15553,Fruit et Légume,3.27,3.37,3.06,2021,09
15554,Fruit et Légume,5.32,5.18,-2.63,2021,09
15555,Fruit et Légume,120.53,131.17,8.83,2021,09
15556,Fruit et Légume,10.45,10.87,4.02,2021,09
15557,Fruit et Légume,2.97,3.81,28.28,2021,09
15558,Fruit et Légume,5.73,5.86,2.27,2021,09
15559,Fruit et Légume,1.54,1.56,1.39,2021,09
15560,Fruit et Légume,11181.28,10337.51,-7.55,2021,09
15561,Fruit et Légume,6.2,6.31,1.77,2021,09
15562,Fruit et Légume,422.49,406.44,-3.8,2021,09
15563,Fruit et Légume,7.14,6.88,-3.68,2021,09
15564,Fruit et Légume,2.33,2.38,2.15,2021,09
15565,Fruit et Légume,3.67,4.17,13.62,2021,09
15566,Fruit et Légume,86.88,105.55,21.49,2021,09
15567,Fruit et Légume,3893.65,3595.01,-7.67,2021,09
15568,Fruit et Légume,6.95,7.29,4.95,2021,09
15569,Fruit et Légume,7.47,14.31,91.57,2021,09
15570,Fruit et Légume,1134.81,1257.14,10.78,2021,09
15571,Fruit et Légume,4.56,4.73,3.63,2021,09
15572,Fruit et Légume,3.24,2.93,-9.57,2021,09
15573,Fruit et Légume,3.15,2.38,-24.44,2021,09
15574,Fruit et Légume,4.67,3.73,-20.13,2021,09
15575,Fruit et Légume,79.91,93.17,16.6,2021,09
15576,Fruit et Légume,28.45,5.34,-81.23,2021,09
15577,Fruit et Légume,1.45,1.41,-2.76,2021,09
15578,Fruit et Légume,1.34,1.57,17.16,2021,09
15579,Fruit et Légume,24.97,26.87,7.61,2021,09
15580,Fruit et Légume,19.2,22.81,18.79,2021,09
15581,Fruit et Légume,39.88,43.59,9.31,2021,09
15582,Fruit et Légume,0.57,0.67,17.29,2021,09
15583,Fruit et Légume,2709.1,3184.26,17.54,2021,09
15584,Fruit et Légume,84.24,87.18,3.49,2021,09
15585,Fruit et Légume,12.5,14.66,17.28,2021,09
15586,Fruit et Légume,5.77,4.98,-13.69,2021,09
15587,Fruit et Légume,23.37,28.47,21.82,2021,09
15588,Fruit et Légume,4.13,4.12,-0.24,2021,09
15589,Fruit et Légume,4.92,7.25,47.36,2021,09
15590,Fruit et Légume,134.11,133.42,-0.52,2021,09
15591,Fruit et Légume,6483.84,5952.94,-8.19,2021,09
15592,Fruit et Légume,7633.79,10283.33,34.71,2021,09
15593,Fruit et Légume,16.98,23.75,39.9,2021,09
15594,Fruit et Légume,64.13,82.48,28.62,2021,09
15595,Fruit et Légume,4.48,4.52,0.89,2021,09
15596,Fruit et Légume,0.97,1.45,49.19,2021,09
15597,Fruit et Légume,3.78,4.87,28.84,2021,09
15598,Fruit et Légume,6.31,6.53,3.49,2021,09
15599,Fruit et Légume,64763.43,62228.22,-3.91,2021,09
15600,Fruit et Légume,349.68,407.12,16.43,2021,09
15601,Fruit et Légume,816.74,1089.37,33.38,2021,09
15602,Fruit et Légume,22.27,23.38,4.99,2021,09
15603,Fruit et Légume,22.63,2.65,-88.29,2021,09
15604,Fruit et Légume,3.75,2.91,-22.4,2021,09
15605,Fruit et Légume,6.5,6.5,0.0,2021,09
15606,Fruit et Légume,1502.14,1166.66,-22.33,2021,09
15607,Fruit et Légume,1350.0,1310.89,-2.9,2021,09
15608,Fruit et Légume,234.11,289.91,23.83,2021,09
15609,Fruit et Légume,2.76,2.76,0.0,2021,09
15610,Fruit et Légume,36.99,36.99,0.0,2021,09
15611,Fruit et Légume,3.99,4.65,16.54,2021,09
15612,Fruit et Légume,4.14,4.14,0.0,2021,09
15613,Fruit et Légume,4.07,3.57,-12.29,2021,09
15614,Fruit et Légume,4.5,6.33,40.67,2021,09
15615,Fruit et Légume,3.4,4.63,36.18,2021,09
15616,Fruit et Légume,6910.51,10666.66,54.35,2021,09
15617,Fruit et Légume,32.5,41.67,28.22,2021,09
15618,Fruit et Légume,7.72,7.72,0.0,2021,09
15619,Fruit et Légume,1250.0,1833.34,46.67,2021,09
15620,Fruit et Légume,7.5,5.0,-33.33,2021,09
15621,Fruit et Légume,2.8,3.15,12.5,2021,09
15622,Fruit et Légume,2.27,2.27,0.0,2021,09
15623,Fruit et Légume,4.83,5.47,13.25,2021,09
15624,Fruit et Légume,66.22,67.86,2.48,2021,09
15625,Fruit et Légume,1.8,1.9,5.56,2021,09
15626,Fruit et Légume,98.08,97.2,-0.9,2021,09
15627,Fruit et Légume,1.5,1.68,12.0,2021,09
15628,Fruit et Légume,7.92,7.52,-5.05,2021,09
15629,Fruit et Légume,69.27,1.46,-97.89,2021,09
15630,Fruit et Légume,456.41,486.01,6.49,2021,09
15631,Fruit et Légume,4.34,4.54,4.61,2021,09
15632,Fruit et Légume,2.25,2.23,-0.89,2021,09
15633,Fruit et Légume,1.36,1.61,18.38,2021,09
15634,Fruit et Légume,2.17,2.25,3.69,2021,09
15635,Fruit et Légume,1830.12,1937.51,5.87,2021,09
15636,Fruit et Légume,163.92,161.48,-1.49,2021,09
15637,Fruit et Légume,1.88,2.16,14.74,2021,09
15638,Fruit et Légume,0.84,0.83,-1.02,2021,09
15639,Fruit et Légume,3.77,3.99,5.84,2021,09
15640,Fruit et Légume,1.72,1.74,1.16,2021,09
15641,Fruit et Légume,2.24,2.93,30.8,2021,09
15642,Fruit et Légume,3.0,4.19,39.67,2021,09
15643,Fruit et Légume,9.24,10.27,11.15,2021,09
15644,Fruit et Légume,15.13,16.42,8.53,2021,09
15645,Fruit et Légume,5.89,7.11,20.79,2021,09
15646,Fruit et Légume,8.0,7.91,-1.12,2021,09
15647,Fruit et Légume,17.85,19.79,10.84,2021,09
15648,Fruit et Légume,3.91,4.24,8.4,2021,09
15649,Fruit et Légume,3.94,3.88,-1.52,2021,09
15650,Fruit et Légume,1079.99,1277.68,18.31,2021,09
15651,Fruit et Légume,12.95,12.25,-5.41,2021,09
15652,Fruit et Légume,1502.14,1375.0,-8.46,2021,09
15653,Fruit et Légume,1351.27,1861.54,37.76,2021,09
15654,Fruit et Légume,4.34,4.62,6.52,2021,09
15655,Fruit et Légume,6.21,6.59,6.12,2021,09
15656,Fruit et Légume,6043.18,7233.28,19.69,2021,09
15657,Fruit et Légume,273.47,283.34,3.61,2021,09
15658,Fruit et Légume,2313.64,2338.79,1.09,2021,09
15659,Fruit et Légume,4.22,6.33,50.0,2021,09
15660,Fruit et Légume,6.48,6.97,7.56,2021,09
15661,Fruit et Légume,8.77,5.69,-35.12,2021,09
15662,Fruit et Légume,1.81,2.2,21.55,2021,09
15663,Fruit et Légume,30.85,36.22,17.4,2021,09
15664,Fruit et Légume,2.29,2.36,3.06,2021,09
15665,Fruit et Légume,749.57,700.01,-6.61,2021,09
15666,Fruit et Légume,22.44,22.42,-0.09,2021,09
15667,Fruit et Légume,18.38,19.17,4.32,2021,09
15668,Fruit et Légume,120.51,131.53,9.14,2021,09
15669,Fruit et Légume,259.43,274.32,5.74,2021,09
15670,Fruit et Légume,2.06,2.03,-1.46,2021,09
15671,Fruit et Légume,23.48,24.64,4.93,2021,09
15672,Fruit et Légume,1.64,1.74,6.1,2021,09
15673,Fruit et Légume,1.06,1.5,41.51,2021,09
15674,Fruit et Légume,4.07,3.62,-11.06,2021,09
15675,Fruit et Légume,1.98,2.27,14.65,2021,09
15676,Fruit et Légume,4.92,5.03,2.24,2021,09
15677,Fruit et Légume,2.56,2.61,2.12,2021,09
15678,Fruit et Légume,23.31,23.32,0.04,2021,09
15679,Fruit et Légume,1252.88,1600.0,27.71,2021,09
15680,Fruit et Légume,1.78,1.83,2.81,2021,09
15681,Fruit et Légume,2.61,3.0,14.94,2021,09
15682,Fruit et Légume,3.45,2.62,-24.06,2021,09
15683,Fruit et Légume,9.71,16.36,68.49,2021,09
15684,Fruit et Légume,1.33,2.29,72.18,2021,09
15685,Fruit et Légume,3.51,3.51,0.0,2021,09
15686,Fruit et Légume,125.69,128.71,2.4,2021,09
15687,Fruit et Légume,1375.0,1375.0,0.0,2021,09
15688,Fruit et Légume,2000.67,3333.34,66.61,2021,09
15689,Fruit et Légume,1.4,1.54,10.0,2021,09
15690,Fruit et Légume,11.45,21.58,88.47,2021,09
15691,Fruit et Légume,30.03,34.96,16.43,2021,09
15692,Fruit et Légume,17.05,23.1,35.48,2021,09
15693,Fruit et Légume,3.0,3.26,8.67,2021,09
15694,Fruit et Légume,4.3,6.83,58.84,2021,09
15695,Fruit et Légume,901.31,1100.0,22.04,2021,09
15696,Fruit et Légume,27.87,32.19,15.5,2021,09
15697,Fruit et Légume,2.46,2.87,16.67,2021,09
15698,Fruit et Légume,8.94,8.93,-0.11,2021,09
15699,Fruit et Légume,2.34,3.57,52.56,2021,09
15700,Fruit et Légume,319.04,468.2,46.75,2021,09
15701,Fruit et Légume,33967.19,36194.71,6.56,2021,09
15702,Fruit et Légume,1.31,1.81,38.17,2021,09
15703,Fruit et Légume,132.56,147.49,11.27,2021,09
15704,Fruit et Légume,2.1,2.2,4.76,2021,09
15705,Fruit et Légume,1.33,1.21,-9.02,2021,09
15706,Fruit et Légume,1372.3,1.1,-99.92,2021,09
15707,Fruit et Légume,306.62,349.73,14.06,2021,09
15708,Fruit et Légume,9.81,10.36,5.64,2021,09
15709,Fruit et Légume,1.76,1.81,2.84,2021,09
15710,Fruit et Légume,908.78,784.74,-13.65,2021,09
15711,Fruit et Légume,1.38,1.34,-2.9,2021,09
15712,Fruit et Légume,738.89,730.06,-1.2,2021,09
15713,Fruit et Légume,470.76,546.8,16.15,2021,09
15714,Fruit et Légume,253.04,231.0,-8.71,2021,09
15715,Fruit et Légume,59.05,72.51,22.79,2021,09
15716,Fruit et Légume,3.55,3.92,10.42,2021,09
15717,Fruit et Légume,7854.6,8148.83,3.75,2021,09
15718,Fruit et Légume,0.59,0.62,5.08,2021,09
15719,Fruit et Légume,4.0,3.99,-0.25,2021,09
15720,Fruit et Légume,1.84,2.16,17.39,2021,09
15721,Fruit et Légume,9.8,3.55,-63.78,2021,09
15722,Fruit et Légume,14.64,20.93,42.99,2021,09
15723,Fruit et Légume,399.26,557.35,39.59,2021,09
15724,Fruit et Légume,25.01,24.01,-4.0,2021,09
15725,Fruit et Légume,0.83,0.95,14.46,2021,09
15726,Fruit et Légume,2.39,2.56,7.11,2021,09
15727,Fruit et Légume,1.05,0.97,-7.62,2021,09
15728,Fruit et Légume,36.16,35.65,-1.41,2021,09
15729,Fruit et Légume,12.32,11.95,-3.0,2021,09
15730,Fruit et Légume,1.5,2.4,60.0,2021,09
15731,Fruit et Légume,12.84,14.69,14.44,2021,09
15732,Fruit et Légume,4463.92,4800.01,7.53,2021,09
15733,Fruit et Légume,39.05,41.38,5.98,2021,09
15734,Fruit et Légume,40.65,42.96,5.68,2021,09
15735,Fruit et Légume,2.55,2.69,5.49,2021,09
15736,Fruit et Légume,2.34,1.81,-22.65,2021,09
15737,Fruit et Légume,0.8,0.93,16.25,2021,09
15738,Fruit et Légume,5793.67,7063.59,21.92,2021,09
15739,Fruit et Légume,133.31,167.51,25.65,2021,09
15740,Fruit et Légume,769.6,741.86,-3.6,2021,09
15741,Fruit et Légume,73.96,93.26,26.1,2021,09
15742,Fruit et Légume,2971.77,2508.33,-15.59,2021,09
15743,Fruit et Légume,9.74,8.66,-11.07,2021,09
15744,Fruit et Légume,27.92,31.0,11.03,2021,09
15745,Fruit et Légume,457.04,451.24,-1.27,2021,09
15746,Fruit et Légume,1054.34,1189.39,12.81,2021,09
15747,Fruit et Légume,6.37,5.86,-8.01,2021,09
15748,Fruit et Légume,2.26,2.43,7.52,2021,09
15749,Fruit et Légume,28.28,29.65,4.85,2021,09
15750,Fruit et Légume,199.38,237.73,19.23,2021,09
15751,Fruit et Légume,3.54,3.75,5.93,2021,09
15752,Fruit et Légume,0.89,0.86,-3.37,2021,09
15753,Fruit et Légume,170.66,160.02,-6.23,2021,09
15754,Fruit et Légume,3.27,3.37,3.06,2021,09
15755,Fruit et Légume,5.32,5.18,-2.58,2021,09
15756,Fruit et Légume,120.53,131.4,9.02,2021,09
15757,Fruit et Légume,10.45,10.87,4.02,2021,09
15758,Fruit et Légume,2.97,3.81,28.28,2021,09
15759,Fruit et Légume,5.73,5.86,2.27,2021,09
15760,Fruit et Légume,1.54,1.57,1.95,2021,09
15761,Fruit et Légume,11181.28,10337.51,-7.55,2021,09
15762,Fruit et Légume,6.2,6.31,1.77,2021,09
15763,Fruit et Légume,422.49,406.76,-3.72,2021,09
15764,Fruit et Légume,7.14,6.97,-2.38,2021,09
15765,Fruit et Légume,2.33,2.38,2.15,2021,09
15766,Fruit et Légume,3.67,4.17,13.62,2021,09
15767,Fruit et Légume,86.88,105.44,21.36,2021,09
15768,Fruit et Légume,3893.65,3595.01,-7.67,2021,09
15769,Fruit et Légume,6.95,7.28,4.77,2021,09
15770,Fruit et Légume,7.47,14.31,91.57,2021,09
15771,Fruit et Légume,1134.81,1257.14,10.78,2021,09
15772,Fruit et Légume,4.56,4.71,3.2,2021,09
15773,Fruit et Légume,3.24,2.93,-9.57,2021,09
15774,Fruit et Légume,3.15,2.38,-24.44,2021,09
15775,Fruit et Légume,4.67,3.73,-20.13,2021,09
15776,Fruit et Légume,79.91,93.33,16.8,2021,09
15777,Fruit et Légume,28.45,5.12,-82.0,2021,09
15778,Fruit et Légume,1.45,1.41,-2.76,2021,09
15779,Fruit et Légume,1.34,1.57,17.16,2021,09
15780,Fruit et Légume,24.97,26.89,7.68,2021,09
15781,Fruit et Légume,19.2,22.79,18.72,2021,09
15782,Fruit et Légume,39.88,43.37,8.75,2021,09
15783,Fruit et Légume,0.57,0.68,19.3,2021,09
15784,Fruit et Légume,2709.1,3186.84,17.63,2021,09
15785,Fruit et Légume,84.24,86.85,3.1,2021,09
15786,Fruit et Légume,12.5,14.66,17.28,2021,09
15787,Fruit et Légume,5.77,5.87,1.76,2021,09
15788,Fruit et Légume,23.37,28.46,21.78,2021,09
15789,Fruit et Légume,4.13,4.12,-0.24,2021,09
15790,Fruit et Légume,4.92,7.25,47.33,2021,09
15791,Fruit et Légume,134.11,133.97,-0.1,2021,09
15792,Fruit et Légume,6483.84,5768.53,-11.03,2021,09
15793,Fruit et Légume,7633.79,10282.43,34.7,2021,09
15794,Fruit et Légume,16.98,23.71,39.63,2021,09
